,,,,,,,,
,,,@trev_barry's tweets,Exported on 12 Mar 2018 - 3:13 PM (GMT-7) with http://www.twitonomy.com,,,,
24/09/2015 12:34:24,@trev_barry,Trevor Franklin,RT @Willowelser: High key: if the juniors bring up that game at the pep rally we just have to chant cheaters,https://twitter.com/trev_barry/status/647026294782304256,Twitter for iPhone,Retweet (native),3.00,6.00
23/09/2015 20:40:08,@trev_barry,Trevor Franklin,What does old spice smoke when they films these??? @OldSpice  https://t.co/JEcbAVZQk6,https://twitter.com/trev_barry/status/646786145305538561,Twitter for iPhone,New,0.00,1.00
23/09/2015 12:17:18,@trev_barry,Trevor Franklin,"RT @WhitePplQuote: When middle schoolers say ""we made it"" https://t.co/DxnyI1xqcn",https://twitter.com/trev_barry/status/646659602373844992,Twitter for iPhone,Retweet (native),"5,928.00","9,565.00"
21/09/2015 15:55:55,@trev_barry,Trevor Franklin,@kay_dog_ I look cute as hell!!,https://twitter.com/trev_barry/status/645989844498427904,Twitter for iPhone,Reply (native),1.00,2.00
21/09/2015 15:55:42,@trev_barry,Trevor Franklin,RT @kay_dog_: FHS or Hogwarts? http://t.co/dNGOqCTjwL,https://twitter.com/trev_barry/status/645989791654375424,Twitter for iPhone,Retweet (native),2.00,18.00
21/09/2015 13:17:20,@trev_barry,Trevor Franklin,@Willowelser @LindseyStirling she still my bæ ❤️❤️❤️😘😘😘😘😘😊😊😊,https://twitter.com/trev_barry/status/645949935620333568,Twitter for iPhone,Reply (native),0.00,1.00
18/09/2015 23:32:22,@trev_barry,Trevor Franklin,@caitlin_rcc @anna__oneill quality photos 👌🏼👌🏼💦💦,https://twitter.com/trev_barry/status/645017551655858176,Twitter for iPhone,Reply (native),0.00,2.00
18/09/2015 23:31:22,@trev_barry,Trevor Franklin,RT @christiand: SLOW REPLIES ARE SO ANNOYING! I TEXTED YOU BACK RIGHT AWAY BECAUSE I WANT TO TALK. WHY WOULD YOU REPLY 18 HOURS LATER? IT D…,https://twitter.com/trev_barry/status/645017296788942848,Twitter for iPhone,Retweet (native),"1,033.00","2,340.00"
18/09/2015 16:22:52,@trev_barry,Trevor Franklin,School summed up in one picture. http://t.co/YOnsb38q1z,https://twitter.com/trev_barry/status/644909464605360128,Twitter for iPhone,New,0.00,1.00
17/09/2015 20:49:03,@trev_barry,Trevor Franklin,"RT @CraziestSex: when ""my way"" comes on but its not the drake remix http://t.co/Am9isvcnKX",https://twitter.com/trev_barry/status/644614061989175296,Twitter for iPhone,Retweet (native),644.00,966.00
17/09/2015 13:24:01,@trev_barry,Trevor Franklin,When you want to get some Tim Hortons on your way to school but the drive through line is too long 😊😊😊,https://twitter.com/trev_barry/status/644502067525087232,Twitter for iPhone,New,0.00,1.00
16/09/2015 13:37:18,@trev_barry,Trevor Franklin,RT @Things4WhitePpl: Constantly throwing up rainbows now on snapchat,https://twitter.com/trev_barry/status/644143022867906560,Twitter for iPhone,Retweet (native),"1,377.00","2,463.00"
16/09/2015 13:30:49,@trev_barry,Trevor Franklin,Ready for school pictures. http://t.co/BktMpgIPmj,https://twitter.com/trev_barry/status/644141391195545600,Twitter for iPhone,New,0.00,2.00
14/09/2015 19:21:54,@trev_barry,Trevor Franklin,Really now 😒😒 https://t.co/XEUD5isHAa,https://twitter.com/trev_barry/status/643504964761948160,Twitter for iPhone,New,0.00,1.00
13/09/2015 18:49:05,@trev_barry,Trevor Franklin,"RT @neiltyson: If your Personal Beliefs deny what's objectively true about the world, then they're more accurately called Personal Delusions",https://twitter.com/trev_barry/status/643134318836117504,Twitter for iPhone,Retweet (native),"24,023.00","29,481.00"
13/09/2015 13:15:31,@trev_barry,Trevor Franklin,Hating college application essays. @Things4WhitePpl,https://twitter.com/trev_barry/status/643050373788356612,Twitter for iPhone,New,0.00,2.00
11/09/2015 12:28:33,@trev_barry,Trevor Franklin,RT @FHSAthlete: Everyone wear RED WHITE &amp; BLUE to school and to the football game tonight  to honor those lost on 9/11 🔴⚪️🔵 #NeverForget911,https://twitter.com/trev_barry/status/642313778781155328,Twitter for iPhone,Retweet (native),5.00,8.00
09/09/2015 18:25:06,@trev_barry,Trevor Franklin,In other news water is wet and birds fly. http://t.co/nXV34d90ep,https://twitter.com/trev_barry/status/641678735234756609,Twitter for iPhone,New,0.00,2.00
08/09/2015 10:41:40,@trev_barry,Trevor Franklin,RT @matt1697bean: Snow day?,https://twitter.com/trev_barry/status/641199717385437184,Twitter for iPhone,Retweet (native),6.00,16.00
05/09/2015 20:47:40,@trev_barry,Trevor Franklin,"RT @Things4WhitePpl: The clapping part in ""The Friends"" theme song",https://twitter.com/trev_barry/status/640265059135004672,Twitter for iPhone,Retweet (native),"4,746.00","7,243.00"
05/09/2015 2:57:13,@trev_barry,Trevor Franklin,@bradleyemma98 @emilyy_lernerr when you subtweet one of our friends 😉😊😉😊,https://twitter.com/trev_barry/status/639995672528322560,Twitter for iPhone,Reply (native),0.00,0.00
03/09/2015 13:28:01,@trev_barry,Trevor Franklin,😳😳😳 https://t.co/wmQW3xOhaP,https://twitter.com/trev_barry/status/639429642601005056,Twitter for iPhone,New,0.00,0.00
02/09/2015 23:57:49,@trev_barry,Trevor Franklin,RT @xellana_: when someone you don't like posts their schedule &amp; you find out you don't have any classes with them https://t.co/QpKtncIMYh,https://twitter.com/trev_barry/status/639225750562836480,Twitter for iPhone,Retweet (native),2.00,6.00
02/09/2015 22:34:19,@trev_barry,Trevor Franklin,When your photographer for senior pics is cheesy af 😊😊😊,https://twitter.com/trev_barry/status/639204734457540608,Twitter for iPhone,New,0.00,0.00
02/09/2015 13:32:48,@trev_barry,Trevor Franklin,Why 5 days left of summer!!!,https://twitter.com/trev_barry/status/639068458689384448,Twitter for iPhone,New,0.00,1.00
01/09/2015 22:44:26,@trev_barry,Trevor Franklin,RT @averyMFwalker: http://t.co/6nvYKfnMzX,https://twitter.com/trev_barry/status/638844893440385024,Twitter for iPhone,Retweet (native),384.00,458.00
31/08/2015 22:55:53,@trev_barry,Trevor Franklin,RT @TheBestOfTumbIr: http://t.co/S6pA1Vy9a0,https://twitter.com/trev_barry/status/638485389225951234,Twitter for iPhone,Retweet (native),"1,496.00","2,412.00"
28/08/2015 17:08:17,@trev_barry,Trevor Franklin,When bæ says she's home alone https://t.co/TfZ7RRGHxz,https://twitter.com/trev_barry/status/637310746767065088,Twitter for iPhone,New,0.00,0.00
25/08/2015 23:47:13,@trev_barry,Trevor Franklin,RT @sorrygru: i can't believe this is something that is happening near me http://t.co/tOenWYTWf3,https://twitter.com/trev_barry/status/636323978605256704,Twitter for iPhone,Retweet (native),41.00,113.00
25/08/2015 23:46:39,@trev_barry,Trevor Franklin,@DesmondKhane ok man 😂😂😂,https://twitter.com/trev_barry/status/636323835701137412,Twitter for iPhone,Reply (native),0.00,0.00
25/08/2015 23:42:35,@trev_barry,Trevor Franklin,@DesmondKhane that doesn't work,https://twitter.com/trev_barry/status/636322812462915584,Twitter for iPhone,Reply (native),0.00,1.00
25/08/2015 18:33:31,@trev_barry,Trevor Franklin,How do people think this is a real thing https://t.co/NFWC4S7J1l,https://twitter.com/trev_barry/status/636245035168743424,Twitter for iPhone,New,0.00,0.00
24/08/2015 21:26:22,@trev_barry,Trevor Franklin,RT @Things4WhitePpl: Tweeting something every 18-24 year old agrees on to get votes but knowing they wont actually get rid of student debt …,https://twitter.com/trev_barry/status/635926146492801025,Twitter for iPhone,Retweet (native),"6,027.00","9,215.00"
23/08/2015 11:32:42,@trev_barry,Trevor Franklin,RT @itsWillyFerrell: My summer so far http://t.co/mgGFlHTod5,https://twitter.com/trev_barry/status/635414355757039616,Twitter for iPhone,Retweet (native),639.00,812.00
20/08/2015 22:49:32,@trev_barry,Trevor Franklin,People hating on Jared from subway has got to be the funniest thing to happen this summer,https://twitter.com/trev_barry/status/634497524200566786,Twitter for iPhone,New,0.00,0.00
20/08/2015 22:48:56,@trev_barry,Trevor Franklin,RT @Things4WhitePpl: Roasting Jared from Subway http://t.co/Szvh9arEMj,https://twitter.com/trev_barry/status/634497371309756422,Twitter for iPhone,Retweet (native),"1,225.00","3,209.00"
17/08/2015 21:37:58,@trev_barry,Trevor Franklin,"RT @Things4WhitePpl: Saying ""that's funny"" instead of just laughing",https://twitter.com/trev_barry/status/633392350383878144,Twitter for iPhone,Retweet (native),"1,113.00","2,175.00"
17/08/2015 17:14:59,@trev_barry,Trevor Franklin,@kayla_hamiltonn 😏😏😏😏,https://twitter.com/trev_barry/status/633326165374038017,Twitter for iPhone,Reply (native),0.00,2.00
16/08/2015 16:45:00,@trev_barry,Trevor Franklin,RT @sorrygru: also gru ain't stupid he would have gotten them vaccinated because he knows how fast disease could spread when there's 10 000…,https://twitter.com/trev_barry/status/632956234082025472,Twitter for iPhone,Retweet (native),39.00,134.00
16/08/2015 13:12:31,@trev_barry,Trevor Franklin,Literally all the Tweens at the Glen @ericgoneill @driscolljlilley @kayla_hamiltonn  https://t.co/mRwuUOo2NK,https://twitter.com/trev_barry/status/632902761508642816,Twitter for iPhone,New,0.00,4.00
15/08/2015 04:02:08,@trev_barry,Trevor Franklin,@driscolljlilley  https://t.co/bj8Vwmcbaw,https://twitter.com/trev_barry/status/632401864185761792,Twitter for iPhone,New,1.00,1.00
15/08/2015 04:01:22,@trev_barry,Trevor Franklin,Happy birthday to my boy Kai!!! Officially 17!!! @KaiSchiefer http://t.co/YnIvoqZ98O,https://twitter.com/trev_barry/status/632401671163891712,Twitter for iPhone,New,0.00,1.00
15/08/2015 01:39:39,@trev_barry,Trevor Franklin,"RT @SMACKHighTeam: ""I sent this to SmackHigh and it went CRAZY VIRAL! 😯""

Submit now = go viral ➡️ http://t.co/yLyxlWMIft

🔥🔥 http://t.co/o…",https://twitter.com/trev_barry/status/632366008733409281,Twitter for iPhone,Retweet (native),152.00,418.00
14/08/2015 02:47:20,@trev_barry,Trevor Franklin,RT @kay_dog_: How many times is it okay to text one person before they respond?,https://twitter.com/trev_barry/status/632020652615012352,Twitter for iPhone,Retweet (native),1.00,1.00
13/08/2015 21:14:13,@trev_barry,Trevor Franklin,"RT @driscolljlilley: So turns out ""DTF"" does not mean ""down town Farmington""...well this is awkward...",https://twitter.com/trev_barry/status/631936820251459585,Twitter for iPhone,Retweet (native),3.00,37.00
13/08/2015 03:11:33,@trev_barry,Trevor Franklin,Crazy the number of meteors I saw tonight!,https://twitter.com/trev_barry/status/631664356913213442,Twitter for iPhone,New,0.00,0.00
12/08/2015 17:44:08,@trev_barry,Trevor Franklin,@bhum_rocks I got you 😉😉,https://twitter.com/trev_barry/status/631521561506230272,Twitter for iPhone,Reply (native),0.00,1.00
12/08/2015 14:51:33,@trev_barry,Trevor Franklin,Saw some meteors last night. What a night to stargaze!!,https://twitter.com/trev_barry/status/631478132021702656,Twitter for iPhone,New,0.00,4.00
10/08/2015 13:58:20,@trev_barry,Trevor Franklin,Get ready to see a miracle. http://t.co/oMO7AtBkUW,https://twitter.com/trev_barry/status/630739964666511360,Twitter for iPhone,New,0.00,2.00
07/08/2015 13:07:33,@trev_barry,Trevor Franklin,We will miss you Jon Stewart!!!! http://t.co/LLJdAHSveQ,https://twitter.com/trev_barry/status/629640020077383680,Twitter for iPhone,New,1.00,6.00
06/08/2015 17:34:23,@trev_barry,Trevor Franklin,RT @WorIdStarDaiIy: LMAO I FINALLY FOUND THE VIDEO http://t.co/cRJozXxLnZ,https://twitter.com/trev_barry/status/629344784105250816,Twitter for iPhone,Retweet (native),972.00,"1,173.00"
06/08/2015 14:41:59,@trev_barry,Trevor Franklin,RT @UberFacts: Left-handed people process things faster than righties while playing computer games or sports.,https://twitter.com/trev_barry/status/629301396085411841,Twitter for iPhone,Retweet (native),"1,680.00","2,509.00"
05/08/2015 10:48:13,@trev_barry,Trevor Franklin,Some have dogs that wake them up early in the morning. I have 6 baby chickens instead 😑😑😑,https://twitter.com/trev_barry/status/628880180296093696,Twitter for iPhone,New,0.00,3.00
04/08/2015 15:47:31,@trev_barry,Trevor Franklin,"RT @funteIa: when I say ""netflix and chill"" I mean ""netflix and chill"" stop trying to kiss me, watch this 9/11 conspiracy theory documentar…",https://twitter.com/trev_barry/status/628593113469075456,Twitter for iPhone,Retweet (native),"1,918.00","1,892.00"
03/08/2015 13:32:39,@trev_barry,Trevor Franklin,Just saw a minion hanging from the mirror of a car. This needs to stop!,https://twitter.com/trev_barry/status/628196782825062401,Twitter for iPhone,New,0.00,4.00
02/08/2015 16:18:17,@trev_barry,Trevor Franklin,RT @driscolljlilley: @MeninistTweet guess I'm doing something right http://t.co/EuNCSP6Xm7,https://twitter.com/trev_barry/status/627876081584881664,Twitter for iPhone,Retweet (native),2.00,7.00
02/08/2015 13:28:57,@trev_barry,Trevor Franklin,RT @CauseWereGuys: Every girls weakness http://t.co/x0LXshHGLA,https://twitter.com/trev_barry/status/627833464805588992,Twitter for iPhone,Retweet (native),"4,459.00","7,962.00"
30/07/2015 23:24:39,@trev_barry,Trevor Franklin,I will never understand the purpose of decorative dishtowels. #letmedothedishesplease,https://twitter.com/trev_barry/status/626896215972515844,Twitter for iPhone,New,0.00,2.00
30/07/2015 13:36:09,@trev_barry,Trevor Franklin,RT @driscolljlilley: Randy Orton life guarding http://t.co/nkD8wT3plO,https://twitter.com/trev_barry/status/626748114280382465,Twitter for iPhone,Retweet (native),7.00,15.00
28/07/2015 17:54:56,@trev_barry,Trevor Franklin,RT @CutPics: Worldwide survey: Who do you see as the biggest threat to world peace? http://t.co/GonGgq5H3x,https://twitter.com/trev_barry/status/626088461758369792,Twitter for iPhone,Retweet (native),"14,166.00","12,734.00"
28/07/2015 17:54:18,@trev_barry,Trevor Franklin,RT @CutPics: Terraformed Mars http://t.co/gDCrryvcdE,https://twitter.com/trev_barry/status/626088304010657792,Twitter for iPhone,Retweet (native),598.00,"1,402.00"
28/07/2015 17:33:45,@trev_barry,Trevor Franklin,RT @MerrillinMonfro: Happy birthday trevey!! So lucky to have you as a brother in law!!! Stay classy! @dogetrev 🍰🎂🎊🎁🎉🎈,https://twitter.com/trev_barry/status/626083132375105536,Twitter for iPhone,Retweet (native),1.00,1.00
28/07/2015 17:33:38,@trev_barry,Trevor Franklin,@MerrillinMonfro thanks sista in law!!!,https://twitter.com/trev_barry/status/626083103597969408,Twitter for iPhone,Reply (native),0.00,1.00
28/07/2015 16:49:06,@trev_barry,Trevor Franklin,@BayneFro the cardboard house is just temporary for the record.... My art WILL hit it big!,https://twitter.com/trev_barry/status/626071893934669824,Twitter for iPhone,Reply (native),1.00,1.00
28/07/2015 16:37:08,@trev_barry,Trevor Franklin,RT @BayneFro: HAPPY BIRTHDAY TO MY FLAWLESS HUSBAND! @dogetrev 😘😍I love our cardboard box house and all of our children! #fam 🎊🎉🎈🎁 http://t…,https://twitter.com/trev_barry/status/626068885947559937,Twitter for iPhone,Retweet (native),3.00,12.00
27/07/2015 15:34:06,@trev_barry,Trevor Franklin,RT @_sydneyy13: Happy birthday 🎉 @dogetrev http://t.co/5aGsRYuoQq,https://twitter.com/trev_barry/status/625690634565718016,Twitter for iPhone,Retweet (native),1.00,1.00
27/07/2015 15:33:57,@trev_barry,Trevor Franklin,@_sydneyy13 thanks for the lovely photo 👌🏼👌🏼,https://twitter.com/trev_barry/status/625690594795388928,Twitter for iPhone,Reply (native),0.00,0.00
22/07/2015 17:37:37,@trev_barry,Trevor Franklin,The minions movie is proof that God has left us.,https://twitter.com/trev_barry/status/623909776980709380,Twitter for iPhone,New,0.00,0.00
22/07/2015 03:36:18,@trev_barry,Trevor Franklin,Nerd alert!! http://t.co/tJOBZtOvQ5,https://twitter.com/trev_barry/status/623698055070494720,Twitter for iPhone,New,0.00,1.00
14/07/2015 06:31:00,@trev_barry,Trevor Franklin,Saw this gem in a used book store! http://t.co/UE5rdT3JMv,https://twitter.com/trev_barry/status/620842915724529664,Twitter for iPhone,New,0.00,0.00
13/07/2015 01:33:27,@trev_barry,Trevor Franklin,Wonderful time in Denali national park!!! http://t.co/rblLXjwyYv,https://twitter.com/trev_barry/status/620405645620064256,Twitter for iPhone,New,0.00,1.00
08/07/2015 8:28:58,@trev_barry,Trevor Franklin,@Willowelser same,https://twitter.com/trev_barry/status/618698276041134080,Twitter for iPhone,Reply (native),0.00,1.00
08/07/2015 8:27:39,@trev_barry,Trevor Franklin,1 am in Alaska. http://t.co/W37rZfheuD,https://twitter.com/trev_barry/status/618697945257369600,Twitter for iPhone,New,0.00,5.00
07/07/2015 13:55:03,@trev_barry,Trevor Franklin,Morning swim is killer!! My body is sore af,https://twitter.com/trev_barry/status/618417949322317826,Twitter for iPhone,New,0.00,2.00
06/07/2015 10:51:53,@trev_barry,Trevor Franklin,Last night's work shift was just something you just can't beat.,https://twitter.com/trev_barry/status/618009464503865344,Twitter for iPhone,New,0.00,0.00
04/07/2015 0:20:43,@trev_barry,Trevor Franklin,Fireworks!!!!!! @KaiSchiefer http://t.co/gCmFGrI7uU,https://twitter.com/trev_barry/status/617125853667946496,Twitter for iPhone,New,0.00,4.00
03/07/2015 1:29:16,@trev_barry,Trevor Franklin,Parents + sex jokes doesn't NOT equal funny. Nice one mom 😕😕,https://twitter.com/trev_barry/status/616780717230415873,Twitter for iPhone,New,0.00,2.00
02/07/2015 2:19:03,@trev_barry,Trevor Franklin,Two hours of work to put the thing together. Finally done though! http://t.co/R1NPFeEZlk,https://twitter.com/trev_barry/status/616430858199678976,Twitter for iPhone,New,0.00,1.00
01/07/2015 22:58:40,@trev_barry,Trevor Franklin,#LiesIveToldMyParents I just got in the computer!,https://twitter.com/trev_barry/status/616380428048580608,Twitter for iPhone,New,0.00,0.00
26/06/2015 23:10:35,@trev_barry,Trevor Franklin,"RT @JMYChi: ""But, but, but God said..."" You know how much shit God said in the bible that you motherfuckers conveniently ignore everyday?",https://twitter.com/trev_barry/status/614571485861179392,Twitter for iPhone,Retweet (native),96.00,56.00
26/06/2015 17:10:55,@trev_barry,Trevor Franklin,#EqualityForAll http://t.co/fPiVKwAv1m,https://twitter.com/trev_barry/status/614480975498579968,Twitter for iPhone,New,1.00,1.00
26/06/2015 14:14:28,@trev_barry,Trevor Franklin,RT @ABC: LIVE: @ABC News Special Report on US Supreme Court's same-sex marriage ruling -- http://t.co/YoGbFPeee6 http://t.co/5lT6OjXLzm,https://twitter.com/trev_barry/status/614436571178119168,Twitter for iPhone,Retweet (native),300.00,294.00
25/06/2015 21:46:32,@trev_barry,Trevor Franklin,RT @FunnyWorIdStar: Jurassic world in 6 seconds 😂 http://t.co/j9csFJyFEN,https://twitter.com/trev_barry/status/614187949505253377,Twitter for iPhone,Retweet (native),136.00,128.00
21/06/2015 20:03:40,@trev_barry,Trevor Franklin,Chilling at Kensington park for Father's Day. http://t.co/5ClHFjiWrn,https://twitter.com/trev_barry/status/612712510614040576,Twitter for iPhone,New,0.00,2.00
19/06/2015 01:32:05,@trev_barry,Trevor Franklin,That first week of summer swim practice..... @sethf24 @bradleyemma98 @_sydneyy13,https://twitter.com/trev_barry/status/611707995278430208,Twitter for iPhone,New,0.00,1.00
12/06/2015 16:42:32,@trev_barry,Trevor Franklin,@lynda_shannon gotta fav my tweets!!!! Have a good summer too by the way.,https://twitter.com/trev_barry/status/609400400609873920,Twitter for iPhone,Reply (native),0.00,0.00
11/06/2015 18:24:27,@trev_barry,Trevor Franklin,Guys!!! http://t.co/Nw0gnmO2af,https://twitter.com/trev_barry/status/609063661802377216,Twitter for iPhone,New,0.00,1.00
07/06/2015 23:14:14,@trev_barry,Trevor Franklin,Done with graduation. Congrats to the class of 2015!!!! http://t.co/6OewUSXB5d,https://twitter.com/trev_barry/status/607687038482182145,Twitter for iPhone,New,0.00,3.00
05/06/2015 16:41:55,@trev_barry,Trevor Franklin,Looking fresh after link @KaiSchiefer http://t.co/zuyKYzrwx9,https://twitter.com/trev_barry/status/606863531628199936,Twitter for iPhone,New,0.00,0.00
01/06/2015 23:28:52,@trev_barry,Trevor Franklin,I'm seeing polar graphs everywhere!!! @lynda_shannon http://t.co/DM8Wm1NKUU,https://twitter.com/trev_barry/status/605516390221479936,Twitter for iPhone,New,0.00,1.00
30/05/2015 23:00:31,@trev_barry,Trevor Franklin,Zap zone is addicting... Let's just say I blew more money then I should have. 😅😅😅 http://t.co/85OyNp6g7P,https://twitter.com/trev_barry/status/604784480507850752,Twitter for iPhone,New,0.00,2.00
29/05/2015 16:08:50,@trev_barry,Trevor Franklin,@ericgoneill man....,https://twitter.com/trev_barry/status/604318490422591488,Twitter for iPhone,Reply (native),0.00,1.00
29/05/2015 00:56:00,@trev_barry,Trevor Franklin,BC or no BC???? Hmmmm....,https://twitter.com/trev_barry/status/604088767645753345,Twitter for iPhone,New,0.00,0.00
27/05/2015 21:43:47,@trev_barry,Trevor Franklin,"Whoever invented that code that messes up the iPhone's, I hate you sir.",https://twitter.com/trev_barry/status/603678007866167296,Twitter for iPhone,New,0.00,1.00
25/05/2015 16:35:05,@trev_barry,Trevor Franklin,Chilling at the Memorial Day parade downtown with my boy Johannes!! http://t.co/OCfDChY1Bu,https://twitter.com/trev_barry/status/602875545089486848,Twitter for iPhone,New,0.00,5.00
24/05/2015 22:11:59,@trev_barry,Trevor Franklin,@lynda_shannon abort mission!!! Never mind this is hard 🎅🏿,https://twitter.com/trev_barry/status/602597940696252416,Twitter for iPhone,New,0.00,1.00
24/05/2015 22:11:25,@trev_barry,Trevor Franklin,@lynda_shannon Seth and my project is fire 👌🏻👌🏻👌🏻👌🏻🔥🔥🔥🔥🔥🔥,https://twitter.com/trev_barry/status/602597796944875520,Twitter for iPhone,New,0.00,1.00
22/05/2015 14:45:15,@trev_barry,Trevor Franklin,#thefarmingtondifference http://t.co/oSn3iYNvTd,https://twitter.com/trev_barry/status/601760743101493248,Twitter for iPhone,New,0.00,4.00
21/05/2015 23:51:57,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""Farmington High School senior prank #WeOut"" http://t.co/KSlEIoIdSO",https://twitter.com/trev_barry/status/601535932823547905,Twitter for iPhone,Retweet (native),249.00,548.00
21/05/2015 16:27:09,@trev_barry,Trevor Franklin,Math 😑,https://twitter.com/trev_barry/status/601423998161915904,Twitter for iPhone,New,0.00,0.00
20/05/2015 12:47:03,@trev_barry,Trevor Franklin,RT @Willowelser: Bhumika Blue Thursday tomorrow! #bhumikablue http://t.co/uk7usYkcGW,https://twitter.com/trev_barry/status/601006218585481217,Twitter for iPhone,Retweet (native),4.00,6.00
14/05/2015 23:40:50,@trev_barry,Trevor Franklin,RT @UberFacts: A study found that Christians trust individuals who appear to be very religious irrespective of whether they are Christian o…,https://twitter.com/trev_barry/status/598996421354901505,Twitter for iPhone,Retweet (native),222.00,753.00
14/05/2015 21:49:55,@trev_barry,Trevor Franklin,Done with AP testing!!!,https://twitter.com/trev_barry/status/598968510379753472,Twitter for iPhone,New,0.00,0.00
10/05/2015 17:14:19,@trev_barry,Trevor Franklin,Congrats to Johannas in last nights play!! Really funny! http://t.co/5b57MPt0uJ,https://twitter.com/trev_barry/status/597449599154950145,Twitter for iPhone,New,0.00,1.00
01/05/2015 14:21:56,@trev_barry,Trevor Franklin,@WhatTheFFacts why is this a thing,https://twitter.com/trev_barry/status/594144728167391232,Twitter for iPhone,Reply (native),0.00,1.00
30/04/2015 14:35:58,@trev_barry,Trevor Franklin,RT @xellana_: #PrayForDevo http://t.co/yeC0azU4iH,https://twitter.com/trev_barry/status/593785872467816448,Twitter for iPhone,Retweet (native),2.00,14.00
17/04/2015 16:57:21,@trev_barry,Trevor Franklin,"RT @TheMeninist: 1815 women had no rights

1915 women fought for rights

2015 women are always fucking right.",https://twitter.com/trev_barry/status/589110411598888960,Twitter for iPhone,Retweet (native),224.00,378.00
13/04/2015 22:32:01,@trev_barry,Trevor Franklin,Yooooo http://t.co/gy1TJspEXx,https://twitter.com/trev_barry/status/587745078170361856,Twitter for iPhone,New,0.00,0.00
10/04/2015 20:04:59,@trev_barry,Trevor Franklin,Missing Yosemite already... Even though it was snowing. http://t.co/TIehymVDSy,https://twitter.com/trev_barry/status/586620914487300096,Twitter for iPhone,New,0.00,1.00
10/04/2015 19:42:26,@trev_barry,Trevor Franklin,Love Disney land!!,https://twitter.com/trev_barry/status/586615239795351552,Twitter for iPhone,New,0.00,0.00
08/04/2015 18:11:15,@trev_barry,Trevor Franklin,I can honestly say I wasn't expecting it to snow in California. 😒😒,https://twitter.com/trev_barry/status/585867517156950016,Twitter for iPhone,New,0.00,1.00
04/04/2015 20:03:58,@trev_barry,Trevor Franklin,When people keep posting stupid stuff like this:😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,https://twitter.com/trev_barry/status/584446332309340160,Twitter for iPhone,New,0.00,0.00
03/04/2015 3:48:59,@trev_barry,Trevor Franklin,RT @mannysshadow_: CAN YOU GUYS PLEASE PLEASE RETWEET THIS IT WOULD MEAN THE WORLD TO ME LOVE YA http://t.co/Rza4npmqeH,https://twitter.com/trev_barry/status/583838578989371393,Twitter for iPhone,Retweet (native),876.00,234.00
01/04/2015 16:05:29,@trev_barry,Trevor Franklin,Today is national walking day... Guess I missed the memo. #crutchs,https://twitter.com/trev_barry/status/583299153230479361,Twitter for iPhone,New,0.00,0.00
01/04/2015 13:32:34,@trev_barry,Trevor Franklin,@kay_dog_ really Katie. 😒😒😒,https://twitter.com/trev_barry/status/583260669165903872,Twitter for iPhone,Reply (native),0.00,0.00
01/04/2015 0:50:53,@trev_barry,Trevor Franklin,Honestly my least favorite thing on Twitter is when people tweet song lyrics. Like really?? 😑😑,https://twitter.com/trev_barry/status/583068984657887232,Twitter for iPhone,New,0.00,2.00
19/03/2015 23:45:49,@trev_barry,Trevor Franklin,It's officially spring. My chickens have started laying those eggs today!,https://twitter.com/trev_barry/status/578703955410038784,Twitter for iPhone,New,0.00,1.00
19/03/2015 20:19:51,@trev_barry,Trevor Franklin,Great day at festival with my boys @UofMSlaughter @Dakota_Hotrock and Tony!,https://twitter.com/trev_barry/status/578652120607535104,Twitter for iPhone,New,0.00,1.00
17/03/2015 17:23:20,@trev_barry,Trevor Franklin,@bradleyemma98 whatever,https://twitter.com/trev_barry/status/577882926450384896,Twitter for iPhone,Reply (native),0.00,0.00
16/03/2015 22:47:01,@trev_barry,Trevor Franklin,Drew Hanz is the realist savage. @FoheyC @m_h_pierce @bradleyemma98 @NurDuarte @sethf24,https://twitter.com/trev_barry/status/577601994308759553,Twitter for iPhone,New,1.00,5.00
14/03/2015 13:54:43,@trev_barry,Trevor Franklin,Happy pie day!,https://twitter.com/trev_barry/status/576743262897053696,Twitter for iPhone,New,1.00,3.00
09/03/2015 12:06:05,@trev_barry,Trevor Franklin,Too dark outside to be in school.,https://twitter.com/trev_barry/status/574903984382681088,Twitter for iPhone,New,0.00,0.00
06/03/2015 2:41:28,@trev_barry,Trevor Franklin,Second unsuccessful attempt at finding Jupiter through my telescope. Just takes practice...,https://twitter.com/trev_barry/status/573674730227523585,Twitter for iPhone,New,0.00,1.00
27/02/2015 23:19:00,@trev_barry,Trevor Franklin,RT @sethgabel: Live long and prosper #LLAP http://t.co/UNm1OEFoXt,https://twitter.com/trev_barry/status/571449447709745153,Twitter for iPhone,Retweet (native),81.00,117.00
27/02/2015 18:09:58,@trev_barry,Trevor Franklin,RT @ltsOlaf: THIS IS THE BEST 😂 #thedress http://t.co/ucLQ7vv85X,https://twitter.com/trev_barry/status/571371680532197376,Twitter for iPhone,Retweet (native),268.00,334.00
27/02/2015 14:25:13,@trev_barry,Trevor Franklin,Does it really matter what color the dress is? But if you think it's white and gold you're dumb hahaha,https://twitter.com/trev_barry/status/571315120703459328,Twitter for iPhone,New,0.00,7.00
